address,house_committee_id,jurisdiction,jurisdiction_source,minority_rss_url,minority_url,name,phone,rss_url,senate_committee_id,sub_address,sub_name,sub_phone,sub_thomas_id,sub_wikipedia,thomas_id,type,url,wikipedia
,,,,http://www.foreign.senate.gov/rss/feed/ranking/,,Senate Committee on Foreign Relations,,http://www.foreign.senate.gov/rss/feed/chair/,SSFR,,"State Department and USAID Management, International Operations, and Bilateral International Development",,14,,SSFR,senate,http://foreign.senate.gov/,United States Senate Committee on Foreign Relations
,,,,,,Senate Committee on Homeland Security and Governmental Affairs,,,SSGA,,Permanent Subcommittee on Investigations,,01,United States Senate Homeland Security Permanent Subcommittee on Investigations,SSGA,senate,http://hsgac.senate.gov/,United States Senate Committee on Homeland Security and Governmental Affairs
,,,,,,Senate Committee on Homeland Security and Governmental Affairs,,,SSGA,,"Emergency Management, Intergovernmental Relations, and the District of Columbia",,17,,SSGA,senate,http://hsgac.senate.gov/,United States Senate Committee on Homeland Security and Governmental Affairs
,,,,,,Senate Committee on Homeland Security and Governmental Affairs,,,SSGA,,Financial and Contracting Oversight,,15,,SSGA,senate,http://hsgac.senate.gov/,United States Senate Committee on Homeland Security and Governmental Affairs
,,,,,,Senate Committee on Homeland Security and Governmental Affairs,,,SSGA,,the Efficiency and Effectiveness of Federal Programs and the Federal Workforce,,16,,SSGA,senate,http://hsgac.senate.gov/,United States Senate Committee on Homeland Security and Governmental Affairs
,,,,,,Senate Committee on Homeland Security and Governmental Affairs,,,SSGA,,Federal Spending Oversight and Emergency Management,,18,,SSGA,senate,http://hsgac.senate.gov/,United States Senate Committee on Homeland Security and Governmental Affairs
,,,,,,Senate Committee on Homeland Security and Governmental Affairs,,,SSGA,,Regulatory Affairs and Federal Management,,19,,SSGA,senate,http://hsgac.senate.gov/,United States Senate Committee on Homeland Security and Governmental Affairs
,,,,http://www.help.senate.gov/rss/feed/ranking/,,"Senate Committee on Health, Education, Labor, and Pensions",,http://www.help.senate.gov/rss/feed/chair/,SSHR,,Employment and Workplace Safety,,11,United States Senate Health Subcommittee on Employment and Workplace Safety,SSHR,senate,http://help.senate.gov/,"United States Senate Committee on Health, Education, Labor, and Pensions"
,,,,http://www.help.senate.gov/rss/feed/ranking/,,"Senate Committee on Health, Education, Labor, and Pensions",,http://www.help.senate.gov/rss/feed/chair/,SSHR,,Primary Health and Retirement Security,,12,United States Senate Health Subcommittee on Primary Health and Aging,SSHR,senate,http://help.senate.gov/,"United States Senate Committee on Health, Education, Labor, and Pensions"
,,,,http://www.help.senate.gov/rss/feed/ranking/,,"Senate Committee on Health, Education, Labor, and Pensions",,http://www.help.senate.gov/rss/feed/chair/,SSHR,,Children and Families,,09,United States Senate Health Subcommittee on Children and Families,SSHR,senate,http://help.senate.gov/,"United States Senate Committee on Health, Education, Labor, and Pensions"
,,,,,,Senate Committee on the Judiciary,,,SSJU,,the Constitution,,21,"United States Senate Judiciary Subcommittee on the Constitution, Civil Rights and Human Rights",SSJU,senate,http://judiciary.senate.gov/,United States Senate Committee on the Judiciary
,,,,,,Senate Committee on the Judiciary,,,SSJU,,Crime and Terrorism,,22,United States Senate Judiciary Subcommittee on Crime and Terrorism,SSJU,senate,http://judiciary.senate.gov/,United States Senate Committee on the Judiciary
,,,,,,Senate Committee on the Judiciary,,,SSJU,,"Privacy, Technology and the Law",,23,"United States Senate Judiciary Subcommittee on Privacy, Technology and the Law",SSJU,senate,http://judiciary.senate.gov/,United States Senate Committee on the Judiciary
,,,,,,Senate Committee on the Judiciary,,,SSJU,,"Antitrust, Competition Policy and Consumer Rights",,01,"United States Senate Judiciary Subcommittee on Antitrust, Competition Policy and Consumer Rights",SSJU,senate,http://judiciary.senate.gov/,United States Senate Committee on the Judiciary
,,,,,,Senate Committee on the Judiciary,,,SSJU,,Immigration and the National Interest,,04,"United States Senate Judiciary Subcommittee on Immigration, Refugees and Border Security",SSJU,senate,http://judiciary.senate.gov/,United States Senate Committee on the Judiciary
,,,,,,Senate Committee on the Judiciary,,,SSJU,,Bankruptcy and the Courts,,24,,SSJU,senate,http://judiciary.senate.gov/,United States Senate Committee on the Judiciary
,,,,,,Senate Committee on the Judiciary,,,SSJU,,"Oversight, Agency Action, Federal Rights and Federal Courts",,25,,SSJU,senate,http://judiciary.senate.gov/,United States Senate Committee on the Judiciary
,,,,,,Senate Committee on Rules and Administration,,http://www.rules.senate.gov/public/?a=RSS.Feed,SSRA,,,,,,SSRA,senate,http://rules.senate.gov/,United States Senate Committee on Rules and Administration
,,,,,,Senate Committee on Small Business and Entrepreneurship,,http://www.sbc.senate.gov/public/?a=RSS.Feed,SSSB,,,,,,SSSB,senate,http://sbc.senate.gov/,United States Senate Committee on Small Business and Entrepreneurship
,,,,http://www.veterans.senate.gov/rankingmember/rss.cfm,,Senate Committee on Veterans' Affairs,,http://www.veterans.senate.gov/rss.cfm,SSVA,,,,,,SSVA,senate,http://veterans.senate.gov/,United States Senate Committee on Veterans' Affairs
